#####################################################################
# Alchemist log file - simulation started at: 2025-04-19T16:23+0000 #
#####################################################################
#
# seed = 0.0, areas = 5, sparsity = 0.7, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.13 2.13 2.13 0.00 2.64902925491333 2.64902925491333 2.64902925491333 0.0 0.5078125 0.5078125 0.5078125 0.0
1.1 56.0 0.41376407667994497 0.0 2.1398864024238926 2.6964683420317512 0.7080255681818183 1.27 2.27 2.14 0.0155 1.6082476377487183 4.110304951667786 2.6177521773747037 0.3540265877098944 0.5078125 0.8359375 0.6982747999768089 0.008150190525309915
2.1 30.0 0.5715694625462804 0.0 1.2153022980902874 1.7686954502122743 0.7801318993506493 0.726 1.40 1.23 0.0116 1.191402792930603 2.8718481063842773 1.7374297082424164 0.1629721758238217 0.6171875 0.8828125 0.7761026640769945 0.003529092429760477
3.1 15.0 0.725011223426887 0.0 0.730318154857627 1.3601972949504852 0.8046489448051949 0.533 0.946 0.741 0.00865 0.745657205581665 2.4246134161949158 1.3366078856800283 0.1360561311967542 0.671875 0.890625 0.8008772756261595 0.0029032396196952684
4.1 22.0 0.7883719844477518 0.0 0.6669074661231467 1.2876778185154711 0.8134557629870128 0.481 0.911 0.679 0.0123 0.7507831752300262 2.2793827652931213 1.2676709214491502 0.11962286518153185 0.7109375 0.921875 0.8096391610621522 0.002410165885370819
5.1 15.0 0.972996456708227 0.0 0.5139743302789117 1.1593821022553104 0.824632711038961 0.327 0.735 0.525 0.0102 0.5570170432329178 2.124948263168335 1.1406643723270722 0.11194860753152563 0.734375 0.921875 0.8223580270176253 0.0021933143856486606
6.1 15.0 1.1546680638194085 0.0 0.43514726758535416 1.0926075796357222 0.8333928571428573 0.243 0.628 0.446 0.00946 0.4987163245677948 2.063006281852722 1.0738662965595722 0.10887663233410153 0.7578125 0.921875 0.8313536352040817 0.0018835603660624953
7.1 10.0 0.865067879813058 0.0 0.4567229784679201 1.0750380411318372 0.8361485389610388 0.267 0.706 0.467 0.00916 0.4808955490589142 2.043824791908264 1.057046898241554 0.10256423492552745 0.734375 0.921875 0.8335133058905381 0.0019940024032653095
8.1 12.0 1.0379904208438737 0.0 0.40001473052028036 1.0329981090979918 0.8412236201298701 0.216 0.608 0.409 0.00827 0.44697001576423645 2.000219702720642 1.0141664362911667 0.10128353879263473 0.7578125 0.921875 0.8389758957560297 0.0017074602207303394
