#####################################################################
# Alchemist log file - simulation started at: 2025-04-23T12:47+0000 #
#####################################################################
#
# seed = 2.0, areas = 9, sparsity = 0.9, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.29 2.29 2.29 0.00 2.070642828941345 2.070642828941345 2.070642828941345 0.0 0.4883720930232558 0.4883720930232558 0.4883720930232558 0.0
1.1 56.0 0.19308197898445306 0.0 2.1990482371162483 2.127733365989025 0.638822158519954 1.84 2.33 2.21 0.0125 1.7142212390899658 2.469696521759033 2.1308009326457977 0.0282914626556578 0.3203125 0.8984375 0.6235432672342193 0.023858084101279486
2.1 26.0 0.2474595865717641 0.0 1.8908514409276194 1.852545726078528 0.6857694964829171 1.47 2.05 1.90 0.0147 1.394706130027771 2.2234987020492554 1.8463330173066683 0.029953478818021528 0.37209302325581395 0.9296875 0.671952865448505 0.026634899365355444
3.1 22.0 0.3566005512336154 0.0 1.472827548877846 1.5255075729923486 0.8096821840008613 1.24 1.67 1.48 0.0134 1.1675418019294739 1.98600834608078 1.5128978128944124 0.04157975410206824 0.43023255813953487 0.9453125 0.8071337728405316 0.011178607279807596
4.1 24.0 0.40317945725020066 0.0 1.3223482695381337 1.397207957175043 0.820953447997416 0.957 1.62 1.33 0.0312 0.9483044445514679 1.8752083778381348 1.3791744315198489 0.05846896719069776 0.45348837209302323 0.953125 0.8188330564784053 0.010504963846891174
5.1 18.0 0.5310103368979914 0.0 1.0584498474224941 1.175706692499879 0.8550274323499857 0.683 1.36 1.06 0.0299 0.7590680420398712 1.6835819482803345 1.1576085718614715 0.05925752428514795 0.47674418604651164 0.9609375 0.8563998909883721 0.0055211510628489675
6.1 16.0 0.6788806528956802 0.0 0.8436388412467493 0.9962236623705171 0.866573468453919 0.547 1.17 0.844 0.0261 0.6026102304458618 1.531618893146515 0.978483434766531 0.05180112498493398 0.4883720930232558 0.96875 0.8689848941029901 0.004705814662384958
7.1 12.0 0.5594167900674137 0.0 0.8383601821284481 0.9834059691171588 0.8685955668604651 0.515 1.25 0.845 0.0340 0.5049563497304916 1.531618893146515 0.9696365970053844 0.04908044506349361 0.5232558139534884 0.96875 0.8715609426910299 0.004168405412466284
8.1 11.0 0.6796089738239477 0.0 0.6782519148103127 0.8517151808849088 0.8749629898794142 0.400 1.05 0.682 0.0263 0.3964357376098633 1.3721888065338135 0.8366222275154931 0.0427604726093213 0.6046511627906976 0.96875 0.8782249273255814 0.003243027809968687
9.1 10.0 0.7916866077317132 0.0 0.5660782231481691 0.7620942375542206 0.8837624264283664 0.329 0.875 0.565 0.0186 0.3341526687145233 1.2225261926651 0.7427676932087967 0.037963312894615714 0.7890625 0.96875 0.8880229962624585 0.0018047177815793498
10.1 9.0 0.6095138362344401 0.0 0.5852767633362347 0.7767410100794134 0.8800647789262132 0.333 0.928 0.590 0.0203 0.3329094499349594 1.1638361811637878 0.7631886649344649 0.03489918890490059 0.7325581395348837 0.96875 0.8837209302325582 0.0022830239356962006
11.1 9.0 0.668561524907012 0.0 0.5027162217460343 0.7144530387020405 0.8840198149942577 0.293 0.776 0.503 0.0147 0.29803571105003357 1.084602177143097 0.6968246908592326 0.03235283699159076 0.78125 0.9767441860465116 0.88933697570598 0.0020253424148016725
12.1 9.0 0.726189737242681 0.0 0.4438955302727734 0.6706927274296314 0.8875082992391616 0.266 0.621 0.440 0.0107 0.27702076733112335 1.0328737199306488 0.6489575154014996 0.03139330619822928 0.796875 0.9883720930232558 0.8928830980066446 0.002093194495324342
13.1 9.0 0.4986051525230761 0.0 0.47499350341297536 0.6884322782725464 0.8863839766365204 0.267 0.674 0.476 0.0107 0.3022878021001816 1.0360601842403412 0.6712883867855582 0.02627439614131287 0.796875 0.9883720930232558 0.8912219684385382 0.001790448665488277
14.1 9.0 0.5201032043975077 0.0 0.4235369635720971 0.6469654080768427 0.8922355010048809 0.260 0.575 0.421 0.00841 0.27912963926792145 0.9759634137153625 0.6271979246022445 0.026517800572050845 0.8203125 0.9883720930232558 0.8971397425249169 0.0016169367076820215
15.1 9.0 0.5491719124493775 0.0 0.38787998195542134 0.616803471688871 0.8967686800172265 0.240 0.536 0.382 0.00746 0.2663539797067642 0.9448767602443695 0.595288987803672 0.026058350232337456 0.8359375 0.9883720930232558 0.9011855014534884 0.001542482920479322
16.1 9.0 0.4392240947963279 0.0 0.40141561982382873 0.6288961074602457 0.8918267074002296 0.259 0.548 0.399 0.00798 0.2746938616037369 0.931923508644104 0.6096476042377097 0.025855291327818504 0.8046875 0.9767441860465116 0.8967925924003323 0.0017737441427890716
17.1 9.0 0.4812450006052299 0.0 0.370587384365614 0.6060954725576772 0.8938544134008038 0.242 0.493 0.366 0.00663 0.2643887624144554 0.9076960980892181 0.5855276899944458 0.026045425959135345 0.8046875 0.9767441860465116 0.8979119082225914 0.0017558339257152651
18.1 9.0 0.5275732860153104 0.0 0.3476086512137082 0.5897058433864587 0.8963862421045076 0.224 0.469 0.341 0.00588 0.25876234471797943 0.8900834619998932 0.5677275104182107 0.026117778427733034 0.8125 0.9767441860465116 0.9001440510797342 0.0015877851359056634
19.1 9.0 0.3890046137902472 0.0 0.3546079864252144 0.5883015242439729 0.8967030711670974 0.233 0.475 0.348 0.00526 0.266612745821476 0.8929761648178101 0.567038905008563 0.024647362214189835 0.828125 0.9767441860465116 0.9006371989202657 0.0015581219119270994
