#####################################################################
# Alchemist log file - simulation started at: 2025-04-23T13:54+0000 #
#####################################################################
#
# seed = 2.0, areas = 3, sparsity = 0.9, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.66 2.66 2.66 0.00 3.988789200782776 3.988789200782776 3.988789200782776 0.0 0.25203252032520324 0.25203252032520324 0.25203252032520324 0.0
1.1 56.0 0.37435968530674774 0.0 2.5960128126252027 5.170461701022254 0.3806227375822919 2.21 2.67 2.60 0.00504 3.8844690322875977 6.221266269683838 5.002223415034158 0.81179230858142 0.21951219512195122 0.7266187050359713 0.36931813434270006 0.010363899029335237
2.1 56.0 0.4637227339877023 0.0 2.338734392421665 4.7044548400574255 0.49679484055032397 2.19 2.47 2.35 0.00896 3.551147937774658 5.621790647506714 4.57165906897613 0.5167282514112725 0.21951219512195122 0.6762589928057554 0.48104095121115653 0.015602109232459877
3.1 56.0 0.6181531908611456 0.0 2.0619320326864163 4.1914670699172545 0.5964204246359011 1.88 2.22 2.08 0.0135 3.2451802492141724 5.008949637413025 4.0943580865859985 0.3121593744417525 0.3008130081300813 0.7553956834532374 0.5800328378412253 0.013315577531366871
4.1 56.0 0.8002647049725056 0.0 1.8346287060735953 3.748865828745895 0.6558350880271393 1.61 2.04 1.86 0.0231 3.0506621599197388 4.527598261833191 3.679747066327504 0.19361874727447764 0.37398373983739835 0.7913669064748201 0.6440258942671647 0.007809188962032491
5.1 55.0 1.0111398779683642 0.0 1.6236320674695348 3.3654407664305634 0.6876969968740455 1.36 1.88 1.65 0.0338 2.7438480854034424 4.103931427001953 3.3159408601266995 0.13385469721193685 0.4959349593495935 0.8057553956834532 0.6796597565153453 0.0050966104571184435
6.1 45.0 1.2335717131694157 0.0 1.4340095345137847 3.0539740054971642 0.6999108030648652 1.14 1.74 1.47 0.0452 2.4757059812545776 3.7928959131240845 3.018553081367697 0.10042205089093845 0.5528455284552846 0.8129496402877698 0.6935646604667486 0.0037375532666147253
7.1 41.0 1.4574273938520088 0.0 1.2997393806085542 2.8404437344935207 0.7083962910972036 0.985 1.61 1.34 0.0424 2.2451177835464478 3.582009434700012 2.80680804167475 0.10285289604155975 0.5691056910569106 0.8129496402877698 0.7024833095196317 0.0031335998464139237
8.1 30.0 1.6677457452234294 0.0 1.1773130432530134 2.6691983743674226 0.713578324332404 0.868 1.50 1.21 0.0449 2.0780739784240723 3.425147831439972 2.639216764697007 0.10156114017027827 0.5609756097560976 0.8057553956834532 0.7079897057963386 0.0029026348515417645
