#####################################################################
# Alchemist log file - simulation started at: 2025-04-23T09:24+0000 #
#####################################################################
#
# seed = 0.0, areas = 5, sparsity = 0.9, lossThreshold = 20.0
#
# The columns have the following meaning: 
# time AreaCount Discrepancy AreaCorrectness AverageLossTraining AverageLossValidation AverageAccuracy TrainLoss[min] TrainLoss[max] TrainLoss[mean] TrainLoss[variance] ValidationLoss[min] ValidationLoss[max] ValidationLoss[mean] ValidationLoss[variance] ValidationAccuracy[min] ValidationAccuracy[max] ValidationAccuracy[mean] ValidationAccuracy[variance] 
0.0 0.0 Infinity 0.0 NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN NaN
0.1 1.0 Infinity 0.0 NaN NaN NaN 2.32 2.32 2.32 0.00 3.0664433240890503 3.0664433240890503 3.0664433240890503 0.0 0.3671875 0.3671875 0.3671875 0.0
1.1 56.0 0.3223435141146183 0.0 2.329826921671629 3.2245259798424586 0.5714224837662337 2.13 2.42 2.33 0.00242 2.64495587348938 4.774010896682739 3.1358390237603873 0.41886883380333206 0.3515625 0.75 0.5615669208024119 0.00959746201995679
2.1 56.0 0.37478080477033343 0.0 2.024860457160643 2.861663734401975 0.636710633116883 1.58 2.17 2.04 0.0111 1.9646968841552734 4.0484185218811035 2.8067883210522786 0.2618560789667196 0.34375 0.7890625 0.6215303948283859 0.012826935745021575
3.1 40.0 0.45340064074311937 0.0 1.6709311021970852 2.42750646676336 0.7226014610389611 1.51 1.85 1.69 0.00874 1.8252360820770264 3.479455351829529 2.390967662845339 0.2147656753071004 0.46875 0.8828125 0.7139197298237476 0.007680657803005029
4.1 27.0 0.6338184589573315 0.0 1.437665474191308 2.120107769072056 0.7655133928571429 1.27 1.66 1.46 0.0137 1.542841911315918 3.111594319343567 2.0928958196725165 0.1552765043310529 0.5703125 0.875 0.7597855548469388 0.004309223688754896
5.1 16.0 0.8194098500694548 0.0 1.1966343242142883 1.831694496359144 0.7805742694805196 1.04 1.42 1.22 0.0141 1.2585831880569458 2.833528161048889 1.8127170077392034 0.14069386120472976 0.609375 0.875 0.7750554412105751 0.0039504012815695854
6.1 21.0 1.0115600700889316 0.0 0.992906812972256 1.6123758564676556 0.79390625 0.825 1.24 1.01 0.0133 1.0445077419281006 2.6399847269058228 1.5970478217516626 0.1349023706601489 0.6796875 0.890625 0.7895607461734694 0.003204661094369951
7.1 18.0 0.9349982775960649 0.0 0.9450379207996384 1.5432058652596814 0.7972443181818182 0.729 1.32 0.972 0.0242 0.9809131324291229 2.635295331478119 1.5383687120463168 0.12411684236383716 0.65625 0.90625 0.7924433267625232 0.0038958823270947482
8.1 20.0 1.109582173739161 0.0 0.803645524590143 1.40800458535552 0.8012236201298701 0.597 1.10 0.827 0.0195 0.8405103087425232 2.5009268522262573 1.401401094027928 0.12436743020255756 0.6948051948051948 0.921875 0.7974420947356216 0.0033495928953620876
9.1 18.0 1.282846660017967 0.0 0.7060601939048086 1.3169833335493293 0.8047443181818184 0.487 0.951 0.728 0.0172 0.7433650493621826 2.3907018303871155 1.3093328385480814 0.12228399221854006 0.6883116883116883 0.921875 0.8016509160482375 0.003015680393722907
10.1 14.0 1.1056260048917361 0.0 0.7075531006817306 1.3138190768659115 0.8092796266233766 0.491 0.930 0.727 0.0151 0.7554758191108704 2.410902261734009 1.3030287910784994 0.12663206610158348 0.7077922077922078 0.9140625 0.8060662830473099 0.003094648451569826
11.1 14.0 1.2493630192109517 0.0 0.6347171921176569 1.2500842651086193 0.8116152597402596 0.429 0.847 0.653 0.0146 0.700225830078125 2.3251540660858154 1.238871500960418 0.12609324196302027 0.7109375 0.921875 0.8082966141001855 0.003126557199777315
12.1 13.0 1.3821116289070674 0.0 0.583429536989757 1.2037624036627157 0.813971185064935 0.370 0.786 0.601 0.0146 0.6524204313755035 2.24655681848526 1.1930434198251791 0.12291482053504117 0.703125 0.921875 0.8109001768320965 0.0029065233544981867
